,id,content,metrics,sentiment
10,1605596143961907200,"RT @alimo_philip: 🐐 LIONEL MESSI

🌕 8th Ballon d'Or loading…………

#FIFAWorldCup|#Messi𓃵|#GOAT𓃵 https://t.co/MUTormhsyS","{'author_id': 1575987428476784640, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 45, tzinfo=datetime.timezone.utc), 'retweet_count': 1099, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
11,1605596143550746624,"World Champions 🏆🇦🇷

#FIFAWorldcup | #Qatar2022 https://t.co/Ez2PH9ZEW6","{'author_id': 1572340786662080515, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 45, tzinfo=datetime.timezone.utc), 'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
12,1605596143387168768,"RT @ZEZO_CARTOONS: THE GREATEST OF ALL TIME ✨️

 #Bisht  #بشت
#Qatar2022 
#نهائي_كأس_العالم 
#Argentina 
#FIFAWorldCup https://t.co/iwNKFq7…","{'author_id': 371713985, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 45, tzinfo=datetime.timezone.utc), 'retweet_count': 124, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
13,1605596129990569986,"RT @CryptoWorIdCup: Congratulations to #Argentina for winning the 2022 #FIFAWorldCup 🇦🇷 🏆 

While the #WorldCupFinal is over, the competiti…","{'author_id': 1568685416391348224, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 42, tzinfo=datetime.timezone.utc), 'retweet_count': 3983, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
14,1605596119718760449,"RT @FIFAWorldCup: In Argentina, the celebrations have not stopped 🇦🇷🏆 

#FIFAWorldCup https://t.co/26nzHvqVGW","{'author_id': 1414378388932894725, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 40, tzinfo=datetime.timezone.utc), 'retweet_count': 845, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
15,1605596116895948800,"RT @FIFAWorldCup: Another day, another record!

#FIFAWorldCup | #Qatar2022","{'author_id': 1445641246278500358, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 39, tzinfo=datetime.timezone.utc), 'retweet_count': 598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
16,1605596112160555008,"RT @alimo_philip: 🐐 LIONEL MESSI

🌕 8th Ballon d'Or loading…………

#FIFAWorldCup|#Messi𓃵|#GOAT𓃵 https://t.co/MUTormhsyS","{'author_id': 1002235723318267904, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 38, tzinfo=datetime.timezone.utc), 'retweet_count': 1099, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
17,1605596109342052352,"RT @kohliseetu: On a positive note, There were 68000 gifts bags for the visitors at the opening ceremony of FIFA, each one with a Pashmina…","{'author_id': 1357315705973198850, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 37, tzinfo=datetime.timezone.utc), 'retweet_count': 46, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
18,1605596098617376768,"RT @_snuppy08: 🔥CRYPTO ARBITRAGE METHOD 📲💲                                                                            

Just Check CoW toke…","{'author_id': 1591107573608251392, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 35, tzinfo=datetime.timezone.utc), 'retweet_count': 87, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
19,1605596094720868354,"RT @TRADE3_0: Trade3 The King of Fighters NFT 300U Event💰

We are honored to use the @Quest3_xyz  
https://t.co/fws0ORFV0h

Enjoy the game…","{'author_id': 1573973803834777600, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 34, tzinfo=datetime.timezone.utc), 'retweet_count': 664, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
20,1605596094108471298,"RT @FIFAWorldCup: 2006 saw the beginning and end of eras 🤜🤛 

🤔 Was this #FIFAWorldCup a similar crossroads?","{'author_id': 1065435240, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 34, tzinfo=datetime.timezone.utc), 'retweet_count': 347, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
21,1605596087238131715,🇧🇷 Neymar : Felicidades Hermano 👏🏽 #leomessi - Neymar 🇧🇷.  #Messi #LionelMessi  #Pele #DavidBeckham #LuizRonaldo #Neymar #FIFAWorldCup  #FIFAWorldCup2022 .... Hope  @neymarjr Wins next World Cup 🏆🇧🇷✅🙌 #FIFA2026 🇧🇷🏆🌟  #HappyChristmas #Brasil  🌟🤩 https://t.co/rtAQoJKS3P,"{'author_id': 1178652679536406528, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 32, tzinfo=datetime.timezone.utc), 'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
22,1605596084671115264,"RT @FIFAWorldCup: Never letting go 🏆

#FIFAWorldCup | #Qatar2022 https://t.co/g0Z1Oc3Gzy","{'author_id': 1250480748756426754, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 31, tzinfo=datetime.timezone.utc), 'retweet_count': 3776, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
23,1605596079738585090,"RT @ThePopTingz: First look at the 1,000 peso note that Messi will appear on following the national team’s #FIFAWorldCup victory. https://t…","{'author_id': 1287610404412125184, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 30, tzinfo=datetime.timezone.utc), 'retweet_count': 31, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
24,1605596078308409344,"RT @FIFAWorldCup: Eusebio, Paolo Rossi, Oleg Salenko.... Enner Valencia 🇪🇨 

👏 At #Qatar2022, the Ecuadorian joined a select group, scoring…","{'author_id': 1556952153280942082, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 30, tzinfo=datetime.timezone.utc), 'retweet_count': 39, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
25,1605596075619934208,"RT @CryptoWorIdCup: Congratulations to #Argentina for winning the 2022 #FIFAWorldCup 🇦🇷 🏆 

While the #WorldCupFinal is over, the competiti…","{'author_id': 1567984681886384130, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 29, tzinfo=datetime.timezone.utc), 'retweet_count': 3983, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
26,1605596074273435648,"RT @iambolar: Former Argentina goalkeeper Loco Gatti: ""Pele has not been surpassed by anyone, and Messi is no better than Maradona. Messi w…","{'author_id': 487883162, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 29, tzinfo=datetime.timezone.utc), 'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
27,1605596070221729794,"RT @alimo_philip: 🏆Lionel Messi, after winning the World Cup is only ONE trophy away from becoming the most decorated player of all time.…","{'author_id': 1905642841, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 28, tzinfo=datetime.timezone.utc), 'retweet_count': 253, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
28,1605596062462357506,RT @AbbayyaFans: Congratulations to Argentina on winning the #FIFAWorldCup. Congratulations to Messi for tasting World Cup Glory.  At the e…,"{'author_id': 1355762492673204230, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 26, tzinfo=datetime.timezone.utc), 'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
29,1605596060172226560,"RT @TheImmortalGOAT: So, precisely this is why Lionel Messi is the greatest selfie taker of all time...🙆🏼‍♂️😌🔥

#Messi𓃵  #FIFAWorldCup #GOA…","{'author_id': 863917820077322243, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 25, tzinfo=datetime.timezone.utc), 'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
30,1605596060138803200,"RT @alimo_philip: 🏆 Lionel Messi is the greatest of all time.

🐐 The GOAT

#FIFAWorldCup|#Messi𓃵|#GOAT𓃵 https://t.co/fdkPCX8jcm","{'author_id': 1073277435871940609, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 25, tzinfo=datetime.timezone.utc), 'retweet_count': 916, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
31,1605596053280935936,"RT @ZEZO_CARTOONS: THE GREATEST OF ALL TIME ✨️

 #Bisht  #بشت
#Qatar2022 
#نهائي_كأس_العالم 
#Argentina 
#FIFAWorldCup https://t.co/iwNKFq7…","{'author_id': 560154906, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 24, tzinfo=datetime.timezone.utc), 'retweet_count': 124, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
32,1605596051745841152,"RT @FIFAWorldCup: In Argentina, the celebrations have not stopped 🇦🇷🏆 

#FIFAWorldCup https://t.co/26nzHvqVGW","{'author_id': 601971092, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 23, tzinfo=datetime.timezone.utc), 'retweet_count': 845, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
33,1605596046263885824,"RT @FIFAWorldCup: Eusebio, Paolo Rossi, Oleg Salenko.... Enner Valencia 🇪🇨 

👏 At #Qatar2022, the Ecuadorian joined a select group, scoring…","{'author_id': 749122830130786304, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 22, tzinfo=datetime.timezone.utc), 'retweet_count': 39, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
34,1605596043030175744,"RT @tejas_tvora: @TimesNow @aakaaanksha @kritsween I just want to know from so-called experts, WHO Astrologers &amp; Govt is where was Corona d…","{'author_id': 1308458344735145984, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 21, tzinfo=datetime.timezone.utc), 'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
35,1605596038605131776,"RT @_snuppy08: 🔥CRYPTO ARBITRAGE METHOD 📲💲                                                                            

Just Check CoW toke…","{'author_id': 1591109502627360768, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 20, tzinfo=datetime.timezone.utc), 'retweet_count': 87, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
36,1605596028337418240,"RT @alimo_philip: 🐐 LIONEL MESSI

🌕 8th Ballon d'Or loading…………

#FIFAWorldCup|#Messi𓃵|#GOAT𓃵 https://t.co/MUTormhsyS","{'author_id': 1550311313703927809, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 18, tzinfo=datetime.timezone.utc), 'retweet_count': 1099, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
37,1605596024080310273,"RT @p_jasini: Who is your GOAT between Messi and Ronaldo? #FIFAWorldCup

Retweet Messi               Like Ronaldo https://t.co/iTS74c3FDo","{'author_id': 1595370491707105280, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 17, tzinfo=datetime.timezone.utc), 'retweet_count': 301, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
38,1605596015633072129,"RT @IamNoorul_Ameen: It was the Final Day of the greatest event...
#Qatar2022
#FIFAWorldCup https://t.co/aM3X7rSSic","{'author_id': 1406539513980080134, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 15, tzinfo=datetime.timezone.utc), 'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
39,1605596014114529280,"RT @Reuters: WATCH: Millions of people flooded Buenos Aires to see the Argentinian team return after winning the #FIFAWorldCup, causing an…","{'author_id': 1023667287453257728, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 14, tzinfo=datetime.timezone.utc), 'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
40,1605596007026544641,"RT @craigmorraies11: Final few hours in #Qatar before I head back to #England. After being here a full month, I’m actually going to miss th…","{'author_id': 1247439198346346496, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 13, tzinfo=datetime.timezone.utc), 'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
41,1605596004484513793,"RT @arvindtw: Real World Cup heroes 🇲🇦. 
#FIFAWorldCup #Qatar2022 #Morocco https://t.co/Mdjl9B654r","{'author_id': 1449779178367115267, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 12, tzinfo=datetime.timezone.utc), 'retweet_count': 69, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
42,1605596002076872704,"RT @TheMessiNFT: Lionel Messi has been crowned the best player at Qatar 2022 🏆

We launching our Discord server:
https://t.co/vgtb2xAXxm

L…","{'author_id': 1285557339249090560, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 12, tzinfo=datetime.timezone.utc), 'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
43,1605595997899571207,"RT @FIFAWorldCup: Who was the best #️⃣9️⃣ in Qatar? 

#FIFAWorldCup #Qatar2022 https://t.co/sSO49w21x8","{'author_id': 1527689623623077889, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 11, tzinfo=datetime.timezone.utc), 'retweet_count': 1771, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
44,1605595988009385984,"RT @_snuppy08: 🔥CRYPTO ARBITRAGE METHOD 📲💲                                                                            

Just Check CoW toke…","{'author_id': 1596372365352443904, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 8, tzinfo=datetime.timezone.utc), 'retweet_count': 87, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
45,1605595987099238403,"RT @CryptoWorIdCup: Congratulations to #Argentina for winning the 2022 #FIFAWorldCup 🇦🇷 🏆 

While the #WorldCupFinal is over, the competiti…","{'author_id': 1567983409783259136, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 8, tzinfo=datetime.timezone.utc), 'retweet_count': 3983, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
46,1605595983156486144,"RT @FIFAWorldCup: In Argentina, the celebrations have not stopped 🇦🇷🏆 

#FIFAWorldCup https://t.co/26nzHvqVGW","{'author_id': 998421212, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 7, tzinfo=datetime.timezone.utc), 'retweet_count': 845, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
47,1605595975375994881,"RT @PTVSp0rts: History beckons #Messi𓃵 

#FIFAWorldCup https://t.co/2ZJgkEamry","{'author_id': 1535140244915363840, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 5, tzinfo=datetime.timezone.utc), 'retweet_count': 669, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
48,1605595974277087232,"RT @TRADE3_0: Trade3 The King of Fighters NFT 300U Event💰

We are honored to use the @Quest3_xyz  
https://t.co/fws0ORFV0h

Enjoy the game…","{'author_id': 1573451461278814259, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 5, tzinfo=datetime.timezone.utc), 'retweet_count': 664, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
49,1605595973689872384,"RT @_snuppy08: 🔥CRYPTO ARBITRAGE METHOD 📲💲                                                                            

Just Check CoW toke…","{'author_id': 1591112177532145664, 'created_at': datetime.datetime(2022, 12, 21, 16, 8, 5, tzinfo=datetime.timezone.utc), 'retweet_count': 87, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'sentiment_score': 0.0, 'sentiment_rating_value': 0}"
